,[Measurement,Info,Unnamed: 2,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10
5763,19:41:27,40.007459999999995,116.476413,-89.04081632653059,-99.64399999999998,-103.33099999999996,-106.834,-109.79600000000002,-119.32500000000003,-119.92399999999996,-119.82899999999998,-119.84200000000006,-119.16840816326528
5765,19:41:27,40.007459000000004,116.47638500000001,-95.07959183673474,-99.90400000000004,-102.251,-108.19699999999997,-106.219,-118.70300000000005,-120.0380000000001,-119.82400000000001,-119.844,-119.49279591836734
5766,19:41:28,40.007459000000004,116.476355,-93.20102040816327,-101.46300000000001,-100.51500000000001,-106.45300000000002,-106.28900000000003,-119.76000000000002,-120.119,-119.888,-119.48900000000005,-118.60901020408164
5767,19:41:28,40.007458,116.476326,-93.68979591836734,-103.93099999999997,-101.46400000000001,-107.18699999999998,-111.08599999999998,-119.76699999999997,-119.87899999999998,-119.91100000000004,-119.63399999999994,-118.88089795918367
5768,19:41:28,40.007457,116.476297,-92.24285714285712,-101.66399999999997,-101.55700000000004,-104.995,-113.84600000000005,-119.97400000000005,-118.86299999999994,-119.99599999999997,-119.01599999999999,-118.8394285714286
5769,19:41:29,40.007456,116.47626699999999,-88.99897959183674,-103.98599999999999,-105.27300000000005,-108.616,-115.55499999999998,-120.02999999999996,-120.15899999999996,-119.94700000000005,-119.859,-119.48298979591839
5770,19:41:29,40.007455,116.476238,-90.25714285714288,-104.61400000000002,-106.168,-111.19800000000001,-111.92599999999995,-118.32900000000006,-120.073,-119.973,-119.90500000000006,-119.60357142857143
5771,19:41:29,40.007453999999996,116.47620800000001,-90.17857142857143,-106.60300000000005,-106.605,-109.16300000000007,-112.648,-117.61700000000005,-120.15400000000001,-119.95499999999997,-119.81000000000003,-119.50678571428571
5774,19:41:31,40.007451,116.476082,-89.52755102040815,-105.27799999999999,-104.57999999999997,-105.03999999999995,-115.43899999999998,-118.33599999999998,-118.86300000000001,-119.91400000000003,-119.78100000000002,-119.59527551020406
5775,19:41:31,40.007451,116.47605300000001,-91.97857142857144,-105.97600000000003,-108.17200000000001,-109.33099999999999,-113.16199999999998,-117.78000000000002,-117.08500000000002,-119.74300000000001,-119.78900000000003,-119.20078571428567
5776,19:41:31,40.00745,116.476023,-91.68877551020414,-105.64700000000005,-107.72000000000004,-110.89499999999998,-111.36300000000001,-117.71599999999998,-118.84100000000004,-119.692,-119.82599999999998,-119.23288775510206
5777,19:41:31,40.00745,116.475994,-89.9163265306123,-107.31300000000005,-107.36299999999997,-109.44599999999996,-113.79199999999999,-119.04900000000004,-118.92200000000001,-119.82199999999999,-119.88199999999999,-119.99816326530605
5778,19:41:32,40.007449,116.47596399999999,-99.29387755102042,-107.71799999999998,-108.70799999999996,-109.73299999999999,-114.74799999999999,-118.83699999999997,-118.95599999999996,-119.98799999999997,-119.832,-120.14693877551016
5779,19:41:32,40.007448,116.475935,-92.99693877551019,-106.82300000000004,-109.487,-110.18299999999999,-114.17699999999995,-119.09000000000003,-119.09100000000004,-119.70400000000004,-119.83599999999998,-120.10496938775505
5781,19:41:32,40.007448,116.475904,-94.02755102040817,-108.11699999999995,-108.86300000000001,-111.82900000000001,-113.088,-119.04800000000004,-118.007,-119.56400000000005,-119.90699999999995,-120.08627551020405
5782,19:41:33,40.007448,116.475872,-88.71836734693875,-109.425,-107.96299999999998,-111.71400000000001,-111.75299999999997,-119.09599999999996,-119.1,-119.995,-119.88,-120.06518367346938
5783,19:41:33,40.007448,116.47583999999999,-93.26530612244905,-107.92099999999999,-107.42700000000005,-110.03400000000003,-112.53599999999994,-119.15800000000004,-119.15100000000004,-120.00499999999998,-118.44800000000001,-119.24665306122446
5785,19:41:33,40.007449,116.47581100000001,-93.46122448979588,-108.22999999999996,-107.70099999999998,-110.76799999999997,-109.76100000000004,-118.70299999999996,-119.10400000000001,-120.02400000000002,-118.40200000000004,-120.17661224489797
5786,19:41:34,40.007448,116.47578500000002,-90.8948979591837,-108.50300000000003,-111.43400000000003,-109.76200000000004,-113.87999999999997,-118.624,-118.78600000000004,-120.03200000000001,-119.28399999999998,-118.20894897959182
5787,19:41:34,40.007448,116.47575900000001,-93.95204081632654,-109.95300000000003,-109.55700000000004,-112.24900000000001,-113.73899999999998,-119.04800000000004,-118.79400000000004,-119.99999999999999,-119.42699999999996,-119.46452040816327
5788,19:41:34,40.007448,116.475733,-95.1581632653061,-107.42099999999999,-108.85000000000002,-112.33299999999997,-113.47399999999998,-118.73900000000009,-118.54800000000004,-119.97700000000003,-119.83200000000001,-120.06858163265304
5789,19:41:34,40.007448,116.475707,-94.50408163265305,-109.24100000000003,-107.90000000000002,-111.21700000000001,-113.44900000000003,-118.60700000000003,-118.57100000000005,-119.97500000000002,-119.85099999999997,-120.15704081632657
5790,19:41:35,40.007448,116.47568100000001,-99.49081632653063,-106.08,-107.29700000000001,-110.041,-115.18299999999995,-118.95399999999994,-118.794,-119.81399999999996,-119.88300000000002,-119.69890816326526
5791,19:41:35,40.007448,116.475655,-99.79693877551017,-109.98600000000006,-111.07499999999999,-108.656,-115.10200000000003,-118.94599999999997,-118.74300000000008,-119.98299999999999,-119.87800000000001,-120.05896938775517
5793,19:41:35,40.007448,116.475628,-100.16836734693875,-106.04699999999998,-106.95199999999997,-111.26600000000002,-114.04400000000005,-118.96999999999998,-118.70100000000002,-119.94799999999995,-119.89000000000006,-119.68868367346936
5794,19:41:36,40.007447,116.475601,-100.05408163265307,-110.12300000000005,-111.65899999999998,-114.14599999999997,-114.09999999999998,-118.947,-118.78199999999998,-119.96400000000001,-119.95600000000005,-119.78254081632653
5795,19:41:36,40.007447,116.475573,-107.43367346938771,-110.54499999999993,-109.78699999999992,-112.06299999999997,-113.57700000000004,-117.39600000000007,-118.77200000000006,-119.92000000000003,-119.96100000000003,-120.19133673469385
5796,19:41:36,40.007446,116.475545,-110.18775510204082,-109.96899999999998,-110.00500000000005,-114.683,-113.94799999999995,-118.65399999999995,-118.42800000000007,-120.02600000000004,-119.88299999999998,-120.01587755102041
5797,19:41:37,40.007445000000004,116.47549,-106.34795918367345,-110.50399999999999,-112.40799999999999,-113.17799999999995,-117.09499999999997,-119.22799999999998,-119.32000000000004,-120.50400000000002,-120.22000000000004,-120.2514795918367
5798,19:41:37,40.007445000000004,116.47546299999999,-106.01122448979591,-109.37000000000002,-111.71799999999998,-115.56,-114.96699999999998,-118.91600000000003,-118.62999999999998,-119.70299999999997,-120.06299999999997,-119.84611224489795
5800,19:41:37,40.007444,116.475434,-99.62551020408162,-110.71399999999996,-110.179,-110.197,-115.205,-118.27399999999997,-118.58200000000002,-120.76499999999999,-119.608,-120.06425510204079
5801,19:41:38,40.007444,116.475406,-102.80306122448982,-106.91900000000001,-109.646,-114.00399999999998,-117.332,-119.26800000000001,-119.20699999999997,-120.70499999999997,-119.77100000000002,-120.09103061224494
5802,19:41:38,40.007444,116.47537700000001,-103.19897959183675,-110.11600000000003,-111.88199999999995,-111.98699999999997,-116.21799999999999,-117.42,-119.35200000000003,-120.794,-120.061,-120.1689897959184
5803,19:41:38,40.007444,116.475349,-102.81326530612246,-110.05699999999999,-111.473,-111.08400000000005,-118.34999999999995,-119.23799999999991,-119.28600000000004,-120.72100000000002,-120.17899999999996,-120.05813265306121
5804,19:41:39,40.007443,116.47532,-101.1183673469388,-106.52999999999999,-108.376,-114.546,-117.72500000000004,-117.28699999999999,-117.459,-120.60799999999999,-120.178,-120.11818367346937
5805,19:41:39,40.007443,116.475291,-100.77551020408166,-106.50900000000001,-108.37600000000003,-112.91099999999994,-117.028,-119.29699999999998,-118.91799999999999,-120.77799999999999,-120.16399999999997,-120.14275510204085
5807,19:41:39,40.007443,116.47526299999998,-97.93265306122447,-108.31100000000002,-107.50099999999999,-113.46600000000008,-117.46099999999997,-119.23400000000005,-118.848,-120.42399999999994,-120.18199999999997,-120.11432653061225
5808,19:41:40,40.007442,116.47523600000001,-96.16530612244897,-108.03700000000002,-108.03900000000002,-110.708,-116.39,-119.314,-119.2,-120.786,-120.10000000000008,-120.09665306122452
5809,19:41:40,40.007442,116.475209,-92.75510204081633,-105.18199999999996,-107.99899999999997,-110.88199999999999,-119.06700000000001,-119.73099999999998,-119.66500000000002,-120.756,-120.09700000000002,-119.9725510204082
5810,19:41:40,40.007442,116.475182,-92.56326530612249,-106.99399999999993,-107.42399999999999,-111.43699999999998,-113.98599999999995,-119.92400000000002,-119.58,-120.63799999999998,-120.61699999999993,-119.82163265306119
5811,19:41:40,40.007442,116.47515600000001,-93.81428571428573,-106.44300000000007,-106.59299999999999,-113.34700000000002,-112.96999999999998,-119.96099999999997,-119.81799999999997,-120.727,-120.56399999999996,-119.98014285714288
5812,19:41:41,40.007441,116.47512900000001,-91.37653061224489,-106.81899999999997,-105.95000000000003,-110.73899999999998,-112.719,-119.85399999999998,-119.933,-120.76799999999997,-120.676,-120.03376530612248
5813,19:41:41,40.007441,116.475102,-93.15918367346943,-105.6489999999999,-105.64899999999997,-107.82399999999998,-115.097,-119.939,-119.87899999999998,-120.84800000000004,-120.67200000000003,-120.09359183673469
5815,19:41:42,40.00744,116.475001,-94.9816326530612,-105.87700000000007,-107.19599999999998,-106.67199999999997,-112.20300000000005,-119.55199999999995,-119.912,-120.77100000000011,-120.2929999999999,-119.97681632653055
5817,19:41:43,40.00744,116.47495,-102.50408163265308,-106.51,-108.23700000000004,-107.78599999999999,-115.16299999999997,-119.92499999999997,-119.65499999999994,-120.67999999999996,-120.54899999999999,-120.08104081632656
5818,19:41:43,40.00744,116.474919,-92.38571428571424,-103.25399999999999,-106.00099999999996,-107.42100000000003,-116.52399999999997,-119.69,-119.92900000000004,-120.79199999999997,-120.645,-120.10185714285711
5820,19:41:44,40.007439,116.474828,-90.56224489795915,-102.14399999999998,-102.24300000000005,-108.11900000000003,-111.25599999999999,-119.65800000000007,-119.86000000000001,-120.77799999999999,-120.62299999999999,-120.53062244897954
5821,19:41:44,40.007438,116.474776,-92.94387755102042,-104.54200000000003,-103.07999999999998,-105.72400000000002,-110.26100000000001,-119.915,-119.47500000000005,-120.79100000000004,-120.59900000000002,-120.55443877551026
5822,19:41:45,40.007438,116.47474799999999,-91.61734693877547,-106.08699999999997,-107.69100000000005,-108.79400000000001,-110.07900000000001,-119.80599999999995,-119.41799999999999,-120.81,-120.68399999999995,-120.5261734693878
5823,19:41:45,40.007437,116.47471999999999,-97.43571428571427,-107.40100000000001,-102.79299999999998,-105.91500000000005,-111.74400000000006,-119.90999999999994,-119.36500000000002,-120.79499999999999,-120.64799999999994,-119.19235714285713
5825,19:41:45,40.007437,116.47469199999999,-98.62040816326532,-108.37799999999999,-106.52299999999995,-105.87099999999997,-111.41500000000002,-119.929,-119.60699999999999,-120.809,-120.46300000000002,-120.66720408163268
5826,19:41:46,40.007436,116.47466499999999,-100.88979591836737,-108.84100000000002,-109.64900000000002,-107.34200000000001,-110.182,-119.78800000000003,-119.74300000000001,-120.77100000000002,-120.68100000000003,-120.67489795918365
5827,19:41:46,40.007435,116.47463700000002,-102.84183673469387,-105.926,-110.995,-109.06399999999996,-113.60799999999998,-119.92800000000001,-119.975,-120.76300000000003,-119.542,-120.64441836734692
5828,19:41:46,40.007435,116.47461000000001,-107.01326530612246,-106.41099999999999,-106.93900000000002,-106.02599999999997,-110.42800000000003,-119.85900000000004,-119.67299999999999,-120.71700000000001,-119.488,-120.20013265306125
5829,19:41:47,40.007434,116.47458200000001,-99.3744897959183,-108.65700000000002,-105.90200000000006,-109.38700000000003,-110.22399999999996,-118.556,-119.774,-120.57400000000001,-120.00299999999996,-120.25974489795921
5830,19:41:47,40.007433,116.47455500000001,-105.8112244897959,-107.40800000000002,-108.62100000000002,-109.73000000000003,-109.81799999999996,-120.09199999999998,-120.903,-120.729,-120.67099999999995,-120.722112244898
5831,19:41:47,40.007433,116.474527,-104.55714285714276,-108.90000000000002,-112.82100000000003,-109.63799999999992,-115.64999999999995,-120.17700000000009,-120.83799999999992,-120.793,-120.60599999999997,-120.71657142857144
5833,19:41:47,40.007433,116.474499,-105.86938775510207,-109.76899999999996,-106.765,-109.00699999999999,-114.44800000000006,-120.33399999999995,-120.811,-120.86399999999999,-120.63999999999999,-120.70269387755101
5834,19:41:48,40.007432,116.47447,-105.36632653061223,-108.14399999999999,-107.33599999999998,-110.90000000000002,-114.44499999999992,-119.80299999999995,-120.79100000000003,-120.76899999999999,-120.56500000000001,-120.66066326530614
5835,19:41:48,40.007432,116.47444099999998,-104.40510204081633,-109.26800000000003,-105.34999999999997,-110.23300000000005,-113.83600000000003,-117.08199999999995,-120.54299999999998,-120.81500000000005,-120.64699999999993,-120.71905102040817
5837,19:41:48,40.007432,116.47441200000002,-103.03673469387758,-107.221,-107.169,-109.042,-115.054,-120.862,-120.46099999999998,-120.766,-120.68000000000004,-120.74336734693875
5839,19:41:50,40.007432,116.47427900000001,-103.09897959183678,-109.35299999999998,-107.03,-106.81000000000006,-111.05400000000002,-120.91000000000005,-120.63600000000002,-121.36999999999993,-120.73800000000001,-120.55098979591834
5840,19:41:50,40.007432,116.474251,-95.94897959183679,-108.97099999999995,-108.73299999999999,-113.59299999999999,-115.41699999999999,-119.71699999999998,-120.458,-120.04600000000002,-120.82000000000004,-120.4914897959183
5841,19:41:50,40.007432,116.474223,-91.40918367346939,-105.48999999999998,-106.24699999999997,-111.12400000000001,-117.84800000000004,-120.91199999999994,-120.61000000000004,-121.34999999999998,-120.81500000000004,-120.62409183673469
5842,19:41:51,40.007431,116.474194,-91.10408163265305,-103.45999999999998,-106.92199999999995,-110.72499999999998,-118.49200000000002,-118.46,-121.07099999999996,-121.47700000000003,-120.36399999999998,-120.53004081632655
5843,19:41:51,40.007431,116.474166,-92.76428571428573,-105.04199999999996,-106.62700000000001,-107.94500000000004,-118.32499999999995,-120.48000000000006,-121.06699999999994,-121.421,-120.92299999999994,-120.83464285714281
5845,19:41:52,40.007431,116.47408700000001,-92.5010204081633,-106.83200000000002,-105.79200000000006,-105.62799999999999,-105.683,-120.22400000000003,-120.36500000000002,-121.44200000000001,-120.89599999999997,-120.50901020408159
5846,19:41:52,40.007431,116.47405900000001,-99.71428571428574,-111.40100000000008,-112.51400000000001,-112.60700000000001,-112.81699999999996,-119.47799999999994,-120.97200000000004,-121.43,-120.68799999999999,-120.23414285714283
5847,19:41:52,40.00743,116.47403100000001,-99.99489795918369,-107.06800000000001,-109.51200000000003,-110.49700000000004,-116.473,-117.34600000000002,-120.89999999999996,-121.40599999999996,-120.87500000000001,-120.27394897959182
5848,19:41:53,40.00743,116.474003,-99.24081632653062,-106.01699999999995,-108.54099999999995,-109.36399999999998,-114.411,-120.08200000000002,-120.94299999999994,-121.37399999999994,-120.89600000000002,-119.62040816326524
5849,19:41:53,40.00743,116.473975,-101.23775510204082,-104.221,-107.49600000000001,-109.00200000000001,-118.48799999999996,-118.67899999999992,-120.53799999999997,-121.042,-120.82100000000003,-119.17337755102042
5851,19:41:53,40.00743,116.473947,-99.92755102040815,-102.54799999999996,-106.29299999999995,-114.51099999999998,-118.001,-119.78500000000004,-120.37900000000002,-120.71599999999998,-121.32000000000002,-120.31927551020408
5852,19:41:54,40.007428999999995,116.473919,-99.57959183673472,-103.22999999999998,-103.38600000000002,-106.543,-110.28099999999993,-120.62099999999998,-120.02000000000002,-120.611,-121.36499999999997,-120.92679591836732
5853,19:41:54,40.007428999999995,116.47389,-96.1357142857143,-104.00300000000001,-103.155,-107.03699999999994,-111.351,-120.87800000000004,-121.03599999999999,-120.152,-120.99899999999998,-120.57135714285715
5854,19:41:54,40.007428999999995,116.47386100000001,-94.29081632653057,-102.23800000000003,-102.06700000000002,-106.90700000000001,-116.08900000000003,-120.67,-120.743,-120.28699999999999,-120.60399999999998,-120.8829081632653
5855,19:41:55,40.007428000000004,116.473832,-93.65408163265306,-102.486,-104.66199999999995,-103.21400000000001,-115.75499999999997,-120.99399999999997,-120.939,-121.291,-121.316,-120.83154081632652
5856,19:41:55,40.007428000000004,116.473803,-89.29081632653063,-98.41700000000003,-104.33599999999998,-108.80399999999997,-111.30199999999999,-120.98599999999999,-121.02199999999998,-121.43099999999993,-120.69599999999996,-120.77690816326538
5857,19:41:55,40.007428000000004,116.473774,-91.86632653061224,-102.05200000000002,-103.414,-109.99499999999998,-109.86899999999997,-120.794,-119.836,-121.44300000000001,-120.96400000000003,-120.81266326530607
5860,19:41:57,40.007426,116.473634,-89.75306122448978,-105.999,-105.26200000000003,-108.85999999999999,-115.935,-120.95000000000003,-120.65300000000003,-121.47300000000004,-121.34000000000002,-120.97753061224486
5861,19:41:57,40.007426,116.473605,-89.39489795918368,-106.00200000000001,-106.65899999999998,-101.75499999999998,-108.24599999999995,-121.34900000000005,-121.35399999999998,-121.40899999999996,-121.36200000000007,-120.60394897959186
5862,19:41:57,40.007425,116.473575,-92.90816326530607,-104.37299999999998,-101.03000000000007,-99.45300000000003,-104.30700000000003,-121.41900000000004,-120.83599999999998,-121.38600000000001,-121.29299999999995,-121.2460816326531
5863,19:41:58,40.007425,116.473545,-90.96326530612247,-100.75999999999998,-100.55900000000001,-101.147,-102.30200000000002,-121.32599999999998,-121.27799999999999,-121.38300000000001,-121.34899999999998,-121.08263265306122
5864,19:41:58,40.007425,116.47351599999999,-98.59591836734695,-104.738,-101.50400000000003,-105.3,-103.32900000000005,-121.04800000000002,-121.14900000000002,-121.38299999999998,-121.32300000000004,-120.47495918367349
5865,19:41:58,40.007424,116.473487,-90.91020408163263,-99.55500000000004,-93.41299999999997,-104.95800000000003,-104.165,-121.24399999999997,-121.40199999999999,-121.39500000000004,-121.35999999999999,-121.26210204081626
5867,19:41:58,40.007424,116.47345700000001,-96.39999999999999,-105.37999999999998,-102.49600000000002,-102.045,-104.50900000000001,-120.95299999999996,-119.04300000000003,-121.41400000000007,-121.33800000000001,-121.28399999999999
5868,19:41:59,40.007424,116.473426,-96.87142857142858,-100.32400000000003,-94.74500000000002,-100.59700000000001,-108.397,-120.77699999999999,-121.45599999999999,-121.36799999999998,-121.32400000000005,-121.33371428571427
5869,19:41:59,40.007422999999996,116.47336499999999,-94.86734693877554,-97.38999999999999,-98.72999999999998,-106.24500000000002,-99.25299999999994,-121.17000000000003,-121.44000000000001,-121.43599999999998,-121.20099999999998,-117.99767346938779
5870,19:42:00,40.007422999999996,116.473335,-96.43163265306126,-101.25299999999997,-94.515,-103.08600000000003,-96.55499999999998,-121.265,-121.46900000000007,-121.42,-121.15500000000002,-121.3533163265306
5871,19:42:00,40.007422999999996,116.47330500000001,-96.6122448979592,-102.04899999999998,-99.50299999999999,-101.43,-108.102,-119.92599999999997,-121.39300000000001,-121.34800000000001,-121.35600000000004,-121.31712244897957
5873,19:42:00,40.007422,116.473252,-93.92551020408156,-103.251,-106.82,-107.07800000000005,-113.14899999999996,-121.44199999999996,-121.47800000000002,-121.426,-121.30799999999998,-121.21925510204082
5874,19:42:02,40.007421,116.473101,-87.56938775510203,-97.83800000000005,-95.76200000000003,-104.51800000000004,-101.44499999999996,-121.27099999999999,-121.22,-121.37499999999999,-120.70499999999998,-121.05169387755107
5876,19:42:02,40.007421,116.473073,-85.46734693877552,-99.11100000000002,-98.917,-97.79600000000003,-102.22600000000006,-121.36999999999996,-121.31199999999998,-121.32799999999997,-121.34800000000001,-120.9646734693877
5877,19:42:03,40.007421,116.47304199999999,-83.93979591836734,-97.52600000000002,-97.19499999999998,-101.29700000000001,-99.82899999999998,-121.24899999999994,-121.40100000000001,-121.43199999999996,-121.06000000000003,-121.13839795918362
5878,19:42:03,40.007421,116.47301499999999,-82.77142857142857,-104.58099999999999,-102.177,-101.477,-100.30699999999997,-121.26099999999997,-121.34900000000002,-121.36900000000001,-121.09899999999996,-120.8307142857143
5880,19:42:03,40.00742,116.47298799999999,-87.82857142857142,-104.315,-102.294,-100.39400000000003,-102.82199999999997,-121.33800000000001,-121.31600000000002,-121.41099999999999,-121.02099999999997,-121.06028571428574
5881,19:42:04,40.00742,116.472959,-93.8316326530613,-99.74699999999996,-102.44299999999997,-99.82900000000005,-102.14400000000003,-121.27099999999994,-121.26,-121.30599999999991,-120.88999999999994,-121.20831632653064
5882,19:42:04,40.007419,116.47293,-88.84489795918363,-102.07600000000002,-102.462,-104.345,-105.70600000000002,-121.31700000000002,-121.36499999999997,-121.307,-120.84300000000006,-120.8154489795918
5883,19:42:04,40.007419,116.47290100000001,-97.41326530612243,-102.70100000000004,-102.19300000000001,-101.89700000000002,-104.31600000000002,-119.50200000000002,-121.30300000000001,-121.38099999999999,-120.92300000000002,-120.76513265306119
5885,19:42:05,40.007419,116.472872,-89.15102040816326,-102.63199999999998,-100.14800000000007,-105.80300000000003,-104.09199999999998,-121.21200000000005,-121.205,-121.23899999999996,-121.32800000000003,-120.9545102040816
5886,19:42:05,40.007418,116.472843,-90.13979591836737,-101.20999999999997,-95.62899999999996,-99.41699999999996,-105.10100000000004,-121.34500000000004,-121.36599999999997,-121.26399999999995,-121.18100000000003,-121.07339795918365
5887,19:42:05,40.007418,116.47281399999999,-86.21530612244901,-101.37300000000005,-101.54799999999999,-102.33300000000001,-108.88499999999993,-121.387,-121.40500000000006,-121.34299999999998,-121.31999999999996,-120.79615306122449
5889,19:42:05,40.007418,116.47278600000001,-84.81530612244899,-91.98200000000004,-104.81199999999997,-101.89600000000006,-106.539,-121.29100000000005,-121.319,-121.323,-121.12600000000006,-120.73715306122449
5890,19:42:06,40.007418,116.47275900000001,-83.90204081632653,-99.60300000000002,-97.62900000000005,-103.32499999999999,-108.43000000000004,-121.222,-121.27600000000002,-121.33699999999997,-121.264,-120.72002040816328
5891,19:42:06,40.007418,116.47273100000001,-90.85306122448984,-98.06200000000001,-95.17599999999999,-106.348,-108.94999999999996,-121.433,-121.38500000000002,-121.30700000000003,-121.24099999999999,-121.17153061224491
5892,19:42:06,40.007417,116.47270400000001,-79.65510204081632,-99.18599999999996,-94.65100000000002,-104.72000000000001,-113.35600000000001,-121.30000000000005,-121.27600000000001,-121.181,-121.238,-120.7995510204082
5893,19:42:07,40.007417,116.472649,-80.0989795918368,-93.60599999999998,-93.46400000000003,-101.22500000000004,-114.10599999999998,-119.72399999999998,-121.33599999999998,-121.61399999999998,-121.30600000000004,-120.78998979591836
5896,19:42:09,40.007416,116.47250700000001,-75.75204081632651,-90.10099999999994,-91.00499999999998,-95.41200000000002,-98.53099999999999,-121.535,-121.56399999999998,-121.80100000000004,-121.52600000000002,-121.0185204081633
5897,19:42:09,40.007416,116.47246200000001,-84.71428571428574,-92.88600000000002,-98.81099999999998,-92.10300000000001,-100.00000000000006,-121.49899999999997,-121.37100000000001,-121.74500000000003,-121.51900000000003,-121.01314285714288
5898,19:42:09,40.007416,116.472435,-72.97040816326529,-91.855,-96.04700000000003,-95.91799999999999,-98.78799999999997,-121.46599999999997,-121.564,-121.82300000000001,-121.29799999999997,-120.80670408163265
5899,19:42:10,40.007416,116.472408,-75.22857142857144,-91.43200000000003,-94.24799999999998,-93.971,-98.72399999999996,-121.51000000000002,-121.60000000000008,-121.90700000000001,-121.23199999999991,-120.80128571428573
5900,19:42:10,40.007416,116.47238,-84.4377551020408,-89.13600000000001,-91.09900000000003,-90.69400000000003,-95.25399999999999,-121.309,-121.32099999999996,-121.667,-121.76100000000008,-121.32137755102039
5902,19:42:10,40.007416,116.472353,-79.86836734693878,-92.075,-90.30900000000001,-90.56299999999997,-95.95200000000003,-121.22500000000004,-121.48900000000005,-121.84900000000005,-121.707,-121.0056836734694
5903,19:42:11,40.007416,116.472326,-83.05000000000001,-95.12199999999997,-95.23500000000004,-90.11600000000006,-99.11,-121.11799999999998,-121.40200000000003,-121.79299999999998,-121.84300000000003,-121.28350000000002
5904,19:42:11,40.007415,116.47229899999999,-82.89387755102035,-92.96599999999997,-97.16199999999995,-92.653,-105.038,-121.04100000000004,-121.35700000000003,-121.645,-120.64299999999997,-121.0589387755102
5905,19:42:11,40.007415,116.472272,-94.81428571428573,-93.56500000000001,-98.70100000000004,-95.25600000000003,-97.99400000000001,-119.41500000000002,-121.44200000000002,-121.22499999999995,-121.36599999999994,-120.08514285714287
5906,19:42:11,40.007415,116.472245,-87.75612244897961,-93.88199999999998,-95.977,-99.99899999999998,-95.61300000000004,-121.24599999999997,-121.08700000000005,-121.42899999999997,-121.111,-121.45656122448982
5907,19:42:12,40.007415,116.472218,-93.9122448979592,-95.94500000000002,-95.89200000000001,-100.74199999999995,-95.145,-121.01399999999998,-121.206,-120.66499999999998,-121.579,-120.62112244897956
5908,19:42:12,40.007414000000004,116.472191,-91.89999999999998,-96.19200000000002,-95.59199999999993,-96.44800000000001,-94.15600000000003,-120.97100000000002,-121.30000000000004,-121.46,-121.59899999999998,-121.488
5910,19:42:12,40.007414000000004,116.47216399999999,-91.01326530612248,-98.294,-96.34800000000001,-93.653,-103.68299999999998,-121.005,-121.50000000000001,-121.96599999999998,-121.97699999999993,-120.84813265306124
5911,19:42:13,40.007413,116.472136,-93.42040816326531,-98.76899999999995,-100.66000000000005,-105.21799999999999,-110.96400000000007,-120.91999999999999,-121.156,-121.65299999999999,-121.84300000000005,-121.16320408163263
5912,19:42:13,40.007413,116.472108,-96.07755102040818,-103.875,-104.91400000000002,-108.22199999999995,-109.50500000000002,-121.06200000000001,-121.52700000000003,-121.528,-121.763,-120.91377551020403
5913,19:42:13,40.007412,116.47208,-90.0204081632653,-106.55100000000002,-106.04,-109.69300000000001,-108.65800000000003,-120.90400000000005,-121.293,-121.31499999999998,-121.77099999999994,-121.01120408163263
5914,19:42:14,40.007411,116.47205100000001,-94.74387755102039,-105.93599999999996,-103.52100000000002,-108.89199999999997,-110.45800000000003,-120.67800000000001,-120.943,-121.72400000000002,-121.44699999999999,-121.28743877551022
5915,19:42:14,40.00741,116.472023,-92.4459183673469,-107.71499999999997,-107.18900000000004,-108.94699999999999,-113.426,-120.95299999999997,-121.08499999999997,-121.82400000000005,-120.11199999999995,-119.82445918367347
5917,19:42:16,40.007408,116.47184399999999,-86.81632653061226,-104.59199999999998,-107.66499999999998,-106.24499999999996,-111.81299999999996,-120.99300000000011,-121.22300000000003,-121.88799999999999,-121.9240000000001,-121.2531632653061
5918,19:42:16,40.007408,116.47181499999999,-90.50918367346937,-105.68599999999995,-107.39,-112.07399999999996,-110.65500000000002,-120.88099999999999,-121.18100000000003,-121.65599999999993,-121.67699999999999,-121.01309183673472
5920,19:42:16,40.007408,116.47178500000001,-93.13877551020408,-107.58100000000005,-107.692,-109.12200000000006,-110.53400000000003,-120.92800000000003,-121.25499999999994,-121.85099999999998,-121.888,-121.27938775510205
5921,19:42:17,40.007407,116.471728,-88.02755102040815,-106.82300000000001,-107.103,-110.34199999999998,-110.70599999999999,-119.97800000000005,-121.17199999999997,-121.28399999999996,-121.91400000000003,-121.90227551020408
5923,19:42:18,40.007407,116.47164,-85.4581632653061,-104.96400000000003,-107.249,-108.3520000000001,-113.36599999999999,-121.329,-121.30199999999999,-121.94499999999998,-121.91499999999996,-121.62358163265304
5924,19:42:18,40.007406,116.47161200000001,-81.8918367346939,-102.704,-104.022,-107.11400000000005,-107.152,-121.42099999999994,-121.35999999999999,-121.80899999999998,-121.94099999999995,-121.10491836734693
5925,19:42:18,40.007406,116.471585,-83.49285714285713,-103.02400000000003,-106.317,-108.06299999999996,-109.473,-120.89699999999999,-120.94900000000005,-121.278,-121.93400000000001,-120.5909285714285
5926,19:42:19,40.007406,116.471558,-83.63469387755102,-104.84300000000005,-104.48600000000002,-107.738,-113.56299999999996,-121.17199999999998,-121.28,-121.80900000000001,-121.13300000000002,-121.11334693877548
5927,19:42:19,40.007406,116.471531,-90.11122448979592,-105.84599999999999,-105.51199999999996,-105.17300000000003,-113.84700000000001,-121.017,-120.72699999999998,-121.413,-119.90600000000006,-119.73711224489796
